ID,Ingreso,Compras_Mensuales,Gasto_Por_Compra,Productos_Por_Compra,Beneficios,,,,
1004697,111313.51,12,5533.85,108,30%,,,,
1004698,98869.53,17,5182.21,99,30%,,,,
1004699,96471.09,18,5074.42,93,30%,,,,
1004700,88114.11,14,4825.24,102,30%,,,,
1004701,95857.47,13,5330.83,77,30%,,,,
1004702,100976.53,13,5776.67,95,30%,,,,
1004703,99347.84,14,6387.56,108,30%,,,,
1004704,96263.65,7,5844.99,78,30%,,,,
1004705,102745.15,15,5269.74,95,30%,,,,
1004706,105093.86,11,6982.8,106,40%,,,,
1004707,101875.98,11,5095.58,102,30%,,,,
1004708,96876.68,9,5381.83,101,30%,,,,
1004709,108273.19,14,6047.4,101,30%,,,,
1004710,93374.1,7,6382.49,80,30%,,,,
1004711,96504.59,11,5610.17,101,30%,,,,
1004712,93339.86,22,5867.19,120,30%,,,,
1004713,100373.69,11,6072.37,87,30%,,,,
1004714,94776.2,16,5808.62,85,30%,,,,
1004715,116373.7,12,6767.04,97,30%,,,,
1004716,101163.04,8,4641.2,60,20%,,,,
1004717,113862.72,12,4912.45,97,30%,,,,
1004718,90835.23,13,6176.63,71,30%,,,,
1004719,108272.07,15,5778.51,92,30%,,,,
1004720,100450.45,13,6424.46,108,30%,,,,
1004721,86970.78,11,6213.76,72,30%,,,,
1004722,89247.82,12,5460.55,114,30%,,,,
1004723,99358.84,11,7296.3,109,40%,,,,
1004724,112980.58,18,3646.97,96,20%,,,,
1004725,120234.09,12,6660.74,105,30%,,,,
1004726,94882.98,10,5618.33,127,30%,,,,
1004727,110078.89,10,5580.94,96,30%,,,,
1004728,95991.85,13,4967.05,73,30%,,,,
1004729,85845.74,12,5639.09,120,30%,,,,
1004730,100979.65,15,5053.78,114,30%,,,,
1004731,99496.16,11,4406.87,122,20%,,,,
1004732,98059.57,15,5219.96,103,30%,,,,
1004733,102459.92,11,6351.83,82,30%,,,,
1004734,112828.32,17,6280.62,105,30%,,,,
1004735,99092.76,10,5603.45,83,30%,,,,
1004736,97205.27,12,6905.18,102,40%,,,,
1004737,92607.96,10,7564.8,103,40%,,,,
1004738,103008.41,11,5660.53,90,30%,,,,
1004739,107611.8,15,5145.74,97,30%,,,,
1004740,94027.7,11,5920.44,93,30%,,,,
1004741,102753.98,12,5895.21,106,30%,,,,
1004742,89000.68,15,5205.43,69,30%,,,,
1004743,101725.19,11,5354.89,95,30%,,,,
1004744,102735.98,13,5168.95,100,30%,,,,
1004745,105691.53,17,5381.09,85,30%,,,,
1004746,90278.94,16,6311.29,97,30%,,,,
1004747,102159.31,10,5876.88,94,30%,,,,
1004748,102451.51,7,4726.75,128,20%,,,,
1004749,103281.32,8,5956.58,93,30%,,,,
1004750,104102.53,15,6856.76,85,40%,,,,
1004751,98298.76,15,7311.76,116,40%,,,,
1004752,92782.26,14,4586.98,99,20%,,,,
1004753,111558.48,19,6003.52,105,30%,,,,
1004754,101898.7,11,6196.3,122,30%,,,,
1004755,111645.19,11,5744.6,97,30%,,,,
1004756,106950.37,15,6364.99,117,30%,,,,
1004757,103003.2,3,6422.27,109,30%,,,,
1004758,104189.56,11,6690.89,65,30%,,,,
1004759,95448.78,12,6033.12,110,30%,,,,
1004760,108525.2,11,5883.96,89,30%,,,,
1004761,105725,13,5695.41,120,30%,,,,
1004762,107857.26,12,6219.91,84,30%,,,,
1004763,108084.15,14,6621.67,96,30%,,,,
1004764,98532.5,19,5201.03,73,30%,,,,
1004765,94312.72,17,6335.96,122,30%,,,,
1004766,96837.38,11,5823.72,122,30%,,,,
1004767,104436.46,16,5475.12,95,30%,,,,
1004768,109795.38,19,6935.17,99,40%,,,,
1004769,89580.34,13,4050.3,137,20%,,,,
1004770,96390.04,12,4695.22,103,20%,,,,
1004771,111251.32,13,6680.48,120,30%,,,,
1004772,98956.74,11,6381.25,88,30%,,,,
1004773,95296.06,19,4933.11,108,30%,,,,
1004774,89618.13,11,5307.85,80,30%,,,,
1004775,106881.85,12,6248.02,92,30%,,,,
1004776,99946.53,17,5850.23,122,30%,,,,
1004777,92166.81,16,6334.69,82,30%,,,,
1004778,85942.95,15,5805.44,99,30%,,,,
1004779,92231.92,10,4980.41,109,30%,,,,
1004780,95079.15,12,5771.69,115,30%,,,,
1004781,90681.59,15,5525.28,98,30%,,,,
1004782,103752.15,11,7248.64,116,40%,,,,
1004783,120067.27,12,7345.66,104,40%,,,,
1004784,98864.47,10,6369.43,86,30%,,,,
1004785,99264.3,7,5624.98,85,30%,,,,
1004786,102957.25,8,4661.84,91,20%,,,,
1004787,101041.04,14,6090.31,118,30%,,,,
1004788,107907.52,11,5212.73,120,30%,,,,
1004789,100977.84,17,4290.46,94,20%,,,,
1004790,95378.6,17,6564.4,103,30%,,,,
1004791,107902.4,16,5308,84,30%,,,,
1004792,99279.38,14,6472.96,95,30%,,,,
1004793,91890.37,13,6528.79,84,30%,,,,
1004794,104740.96,17,6194.06,89,30%,,,,
1004795,105330.55,15,5631.76,108,30%,,,,
1004796,97696.68,13,6068.55,125,30%,,,,
1004797,104026.55,14,6861.25,104,40%,,,,
1004798,95582.78,11,5786.07,110,30%,,,,
1004799,93344.81,18,6320.97,118,30%,,,,
1004800,104633.52,19,6447.8,130,30%,,,,
1004801,110203.88,13,6007.68,132,30%,,,,
1004802,91133.46,9,5874.74,99,30%,,,,
1004803,100531.19,13,6757.95,90,30%,,,,
1004804,98058.22,16,6134.21,126,30%,,,,
1004805,100627.29,13,4764.14,72,20%,,,,
1004806,94719.72,12,5609.88,87,30%,,,,
1004807,92346.48,8,4548.65,84,20%,,,,
1004808,96398.35,15,6707.13,77,30%,,,,
1004809,98559.77,19,5542.93,97,30%,,,,
1004810,100419.71,9,5433.77,111,30%,,,,
1004811,102809.9,17,6576.31,112,30%,,,,
1004812,97252.27,15,6219.37,92,30%,,,,
1004813,97101.42,15,6460.17,110,30%,,,,
1004814,104311.86,10,5498.88,97,30%,,,,
1004815,105409.85,15,5746.66,118,30%,,,,
1004816,100445.56,17,6313.52,101,30%,,,,
1004817,103542.78,12,6730.46,114,30%,,,,
1004818,106745.07,14,6196.49,98,30%,,,,
1004819,99506.53,12,5062.48,100,30%,,,,
1004820,87957.47,12,4915.74,100,30%,,,,
1004821,100976.3,16,5512.43,107,30%,,,,
1004822,111295.09,14,5165.85,68,30%,,,,
1004823,93591.16,16,6387.7,118,30%,,,,
1004824,100996.18,17,7004.02,134,40%,,,,
1004825,105336.3,10,6856.68,123,40%,,,,
1004826,93613.73,12,6518.02,110,30%,,,,
1004827,104308.26,10,6510.42,89,30%,,,,
1004828,93864.42,10,5142.37,79,30%,,,,
1004829,110655.24,21,4328.97,109,20%,,,,
1004830,103099.57,16,5477.58,103,30%,,,,
1004831,100533.4,14,6998.75,99,40%,,,,
1004832,99817.87,15,6928.05,86,40%,,,,
1004833,97259.55,19,5661.48,113,30%,,,,
1004834,109791.21,13,5652.29,105,30%,,,,
1004835,87778.91,13,6791.81,113,30%,,,,
1004836,101035.02,15,6544.79,95,30%,,,,
1004837,86467.11,14,5600.49,105,30%,,,,
1004838,101557.08,11,4064,92,20%,,,,
1004839,105846.17,12,4708.46,120,20%,,,,
1004840,102392.45,13,5509.93,75,30%,,,,
1004841,94611.09,11,5775.67,88,30%,,,,
1004842,102503.74,16,6354.13,104,30%,,,,
1004843,90200.23,9,7406.23,119,40%,,,,
1004844,114525.94,16,5559.02,96,30%,,,,
1004845,105854.18,10,5864.58,110,30%,,,,
1004846,103711.67,12,5409.25,115,30%,,,,
1004847,91687.33,18,5831.23,105,30%,,,,
1004848,106015.93,12,5828.5,99,30%,,,,
1004849,94459.34,10,6970.41,121,40%,,,,
1004850,98456.35,15,6839.36,95,40%,,,,
1004851,99113.87,12,6431.12,95,30%,,,,
1004852,102604.05,12,6074.81,117,30%,,,,
1004852,102604.05,12,6074.81,87,30%,,,,
1004853,102555.28,9,6057.37,117,30%,,,,
1004854,106719.88,13,5913.5,111,30%,,,,
1004855,84735.1,10,6523.4,83,30%,,,,
1004856,89446.75,16,6570.61,85,30%,,,,
1004857,114678.78,17,6763.03,105,30%,,,,
1004858,99265.47,11,5526.45,106,30%,,,,
1004859,111328.36,12,4938.64,71,30%,,,,
1004860,98798.59,17,6140.36,89,30%,,,,
1004861,111618.58,15,6616.04,115,30%,,,,
1004862,88632.14,10,4325.38,90,20%,,,,
1004863,96998.29,8,5759.62,101,30%,,,,
1004864,96144.97,13,6248.47,103,30%,,,,
1004865,99584.94,13,6267.68,99,30%,,,,
1004866,100400.06,15,5823.39,126,30%,,,,
1004867,86035.29,17,4696.56,76,20%,,,,
1004868,101131.23,11,5624.53,106,30%,,,,
1004869,96750.72,15,5779.57,100,30%,,,,
1004870,102788.54,9,5829.3,86,30%,,,,
1004871,101429.28,10,5140.53,79,30%,,,,
1004872,109868.54,13,6210.74,111,30%,,,,
1004873,104547.01,12,5647.08,102,30%,,,,
1004874,98935.87,12,5729.44,72,30%,,,,
1004875,106048.22,15,4649.51,99,20%,,,,
1004876,88220.62,10,6256.82,100,30%,,,,
1004877,104221.34,14,6198.89,98,30%,,,,
1004878,98382.04,8,5935.5,103,30%,,,,
1004879,103693.11,13,5761.33,85,30%,,,,
1004880,100841.8,12,5664.23,57,30%,,,,
1004881,96997.53,6,6013.2,118,30%,,,,
1004882,106121.6,13,6202.69,108,30%,,,,
1004883,98943.94,13,7202.22,107,40%,,,,
1004884,107084.97,14,6223.84,99,30%,,,,
1004885,94176.99,9,6655.85,97,30%,,,,
1004886,94904.01,11,4381.63,74,20%,,,,
1004887,109108.31,10,5114.77,124,30%,,,,
1004888,84983.2,11,5985.48,122,30%,,,,
1004889,91721.95,14,5261.6,88,30%,,,,
1004890,94173.36,19,5792.49,83,30%,,,,
1004891,102881.29,10,5291.86,67,30%,,,,
1004892,103254.69,20,4906.9,117,30%,,,,
1004893,103952.45,9,6673.63,101,30%,,,,
1004894,98566.24,17,6078.82,74,30%,,,,
1004895,93404.41,14,6255.41,78,30%,,,,
1004896,105784.13,12,6887.75,71,40%,,,,
1004897,101181.61,15,6636.5,109,30%,,,,
1004898,90310.3,13,6544.03,97,30%,,,,
1004899,100982.51,14,7387.55,93,40%,,,,
1004900,101169.72,9,5898.27,94,30%,,,,
1004901,106655.38,12,4426,73,20%,,,,
1004902,88377.35,14,6345.29,99,30%,,,,
1004903,110340.68,11,4246.76,111,20%,,,,
1004904,88220.71,9,4431.99,103,20%,,,,
1004905,95047.39,9,6183.78,124,30%,,,,
1004906,100579.42,12,4817.88,99,30%,,,,
1004907,99607.15,12,6607.03,95,30%,,,,
1004908,94395.87,13,6009.28,108,30%,,,,
1004909,108435.24,8,5330.86,85,30%,,,,
1004910,109683.84,13,5883.32,112,30%,,,,
1004911,100235.99,8,4801.24,94,20%,,,,
1004912,101532.61,16,6074.53,90,30%,,,,
1004913,102613.69,17,6468.4,99,30%,,,,
1004914,97585.82,11,6040.84,85,30%,,,,
1004915,99203.41,11,6406.32,108,30%,,,,
1004916,99322.99,15,6578.38,98,30%,,,,
1004917,98013.89,13,4454.58,95,20%,,,,
1004918,104783.4,12,6607.68,80,30%,,,,
1004919,98216.8,10,5271.91,94,30%,,,,
1004920,98820.19,13,6537.06,107,30%,,,,
1004921,96122.83,13,4931.6,120,30%,,,,
1004922,100280.48,11,6786.2,98,30%,,,,
1004923,93539.83,9,6955.68,95,40%,,,,
1004924,85846.56,9,5986.52,110,30%,,,,
1004925,96517.38,9,7445.55,98,40%,,,,
1004926,90250.03,9,6226.93,112,30%,,,,
1004927,101682.74,11,6447.04,107,30%,,,,
1004928,101935.62,12,5518.7,97,30%,,,,
1004929,94118.22,16,6189.55,123,30%,,,,
1004930,93688.28,18,6087.98,102,30%,,,,
1004931,97434.93,11,6157.53,117,30%,,,,
1004932,106972.34,12,5473.95,115,30%,,,,
1004933,105709.96,14,5804.47,104,30%,,,,
1004934,92821.73,12,4838.55,100,30%,,,,
1004935,93886.94,11,6277.99,103,30%,,,,
1004936,92861.38,20,7748.77,129,40%,,,,
1004937,104556.18,17,5384.4,94,30%,,,,
1004938,101087.54,13,7490.33,86,40%,,,,
1004939,90033.38,11,5581.58,97,30%,,,,
1004940,108920.26,16,6242.6,119,30%,,,,
1004941,105076.08,10,5336.43,95,30%,,,,
1004942,101737.11,9,6840.75,138,40%,,,,
1004943,103005.06,18,5686.26,99,30%,,,,
1004944,112985.77,21,5423.99,96,30%,,,,
1004945,88822.79,9,4966.68,113,30%,,,,
1004946,101805.71,8,6321.62,67,30%,,,,
1004947,96356.79,12,5584.55,84,30%,,,,
1004948,106052.25,15,6241.67,98,30%,,,,
1004949,98635.2,13,6501.45,97,30%,,,,
1004950,85200.08,13,7081.65,93,40%,,,,
1004951,109634.86,11,5515.33,97,30%,,,,
1004952,95548.24,13,4399.9,87,20%,,,,
1004953,109409.48,10,6462.67,94,30%,,,,
1004954,84505.53,11,5963.28,87,30%,,,,
1004955,104249.25,13,5957.17,109,30%,,,,
1004956,116134.85,13,6065.58,101,30%,,,,
1004957,96375.19,11,6223.72,78,30%,,,,
1004958,91844.3,16,5172.47,106,30%,,,,
1004959,101561.34,17,5552.31,90,30%,,,,
1004960,107164.05,19,6824.48,117,40%,,,,
1004961,109689.11,9,5146.77,90,30%,,,,
1004962,99330.67,13,5872.71,110,30%,,,,
1004963,97033.6,14,5762.11,100,30%,,,,
1004964,103339.41,14,5956.35,116,30%,,,,
1004965,103494.28,16,5258.13,123,30%,,,,
1004966,104498,15,6559.83,83,30%,,,,
1004967,87100.27,18,5844.66,91,30%,,,,
1004968,97617.88,13,5453.28,120,30%,,,,
1004969,109569.86,16,5924.06,107,30%,,,,
1004970,96747.23,12,5454.64,114,30%,,,,
1004971,104831.98,10,6591.38,101,30%,,,,
1004972,107381.28,13,6180.24,99,30%,,,,
1004973,95501.86,10,5836.69,107,30%,,,,
1004974,106265.87,18,6647.15,103,30%,,,,
1004975,106110.68,11,5940.18,94,30%,,,,
1004976,103904.97,17,5215.22,103,30%,,,,
1004977,112835.93,19,6325.79,90,30%,,,,
1004978,87072.22,11,6045.6,121,30%,,,,
1004979,108624.55,15,6550.53,109,30%,,,,
1004980,102570.11,14,4885.06,85,30%,,,,
1004981,99845.9,15,6078.86,127,30%,,,,
1004982,106198.84,14,5722.2,72,30%,,,,
1004983,113007.84,9,6070.53,97,30%,,,,
1004984,100915.99,10,6349.22,94,30%,,,,
1004985,97984.09,11,5553.53,107,30%,,,,
1004986,101102.99,9,5565.41,99,30%,,,,
1004987,91051.26,8,5679.45,83,30%,,,,
1004988,105953.62,9,6434.59,83,30%,,,,
1004989,100363.71,21,6629.87,120,30%,,,,
1004990,96249.28,16,6046.57,85,30%,,,,
1004991,99368.13,13,5448.38,85,30%,,,,
1004992,81931.36,8,5569.41,84,30%,,,,
1004993,110463.25,13,5409.99,99,30%,,,,
1004994,98716.88,17,5951.47,117,30%,,,,
1004995,100223.41,12,4435.69,104,20%,,,,
1004996,97075.37,12,5552.65,110,30%,,,,
1004997,106210.24,10,4329.88,105,20%,,,,
1004998,114303.43,11,6442.96,120,30%,,,,
1004999,99556.01,14,5098.98,71,30%,,,,
1005000,102772.94,12,5700.25,111,30%,,,,
1005001,97213.91,10,5950.22,136,30%,,,,
1005002,101720.21,11,4631.34,105,20%,,,,
1005003,102515.19,14,6539.2,96,30%,,,,
1005004,108345.97,13,4964.02,85,30%,,,,
1005005,101645.86,15,6706.66,97,30%,,,,
1005006,94902.15,18,5855.27,98,30%,,,,
1005007,102578.1,7,6709.43,84,30%,,,,
1005008,93031.1,16,5894.06,105,30%,,,,
1005009,97760.08,9,5696.23,90,30%,,,,
1005010,101578.73,9,6189.72,88,30%,,,,
1005011,111431.65,11,5725.56,80,30%,,,,
1005012,107465.94,13,5847.46,94,30%,,,,
1005013,97081.98,13,6363.77,92,30%,,,,
1005014,106695.91,11,5425.04,88,30%,,,,
1005015,97137.87,17,6476.49,71,30%,,,,
1005016,102144.69,13,5641.13,114,30%,,,,
1005017,99115.06,7,6065.42,106,30%,,,,
1005018,96384.58,14,6139.75,89,30%,,,,
1005019,94325.47,16,6640.44,88,30%,,,,
1005020,94568.48,10,6586.88,92,30%,,,,
1005021,90377.04,6,7010.36,89,40%,,,,
1005022,102594.62,11,5742.37,109,30%,,,,
1005023,99905.39,11,5742.84,93,30%,,,,
1005024,93414.4,10,5628.92,96,30%,,,,
1005025,103178.22,13,5129.47,102,30%,,,,
1005026,101929.46,16,5746.55,92,30%,,,,
1005027,99207.36,10,6954.71,89,40%,,,,
1005028,90574.93,12,5037.19,114,30%,,,,
1005029,90984.61,13,6132.72,113,30%,,,,
1005030,100425.24,15,5669.57,88,30%,,,,
1005031,101943.1,16,5142.81,102,30%,,,,
1005032,98825.93,11,5434.46,87,30%,,,,
1005033,97857.31,17,5946.25,106,30%,,,,
1005034,99545.24,14,5441.5,100,30%,,,,
1005035,98462.06,15,5632.09,101,30%,,,,
1005036,106338.98,13,5836.66,114,30%,,,,
1005037,94721.25,10,6790.44,103,30%,,,,
1005038,108448.74,9,6553.61,93,30%,,,,
1005039,116018.97,12,5907.25,92,30%,,,,
1005040,101212.02,11,6109.94,100,30%,,,,
1005041,99557.5,17,6261.64,104,30%,,,,
1005042,82593.31,8,5254.07,90,30%,,,,
1005043,103224.78,6,6260.57,106,30%,,,,
1005044,104738.59,15,6596.59,114,30%,,,,
1005045,103094.09,12,7164.72,120,40%,,,,
1005046,103780.57,9,6205.95,82,30%,,,,
1005047,101009.28,11,5925.9,101,30%,,,,
1005048,96112.28,8,4949.05,86,30%,,,,
1005049,116856.36,8,5580.65,92,30%,,,,
1005050,105618.48,10,5761.37,86,30%,,,,
1005051,90778.77,11,5338.42,118,30%,,,,
1005052,95057.61,14,6153.55,87,30%,,,,
1005053,86597.03,16,6301.13,122,30%,,,,
1005054,98454.57,14,4214.55,115,20%,,,,
1005055,98327.3,9,5394.53,91,30%,,,,
1005056,108580.57,11,6383.95,86,30%,,,,
1005057,98215.42,15,5515.69,90,30%,,,,
1005058,104041.95,14,6700.47,85,30%,,,,
1005059,92281.47,13,5050.14,101,30%,,,,
1005060,90625.7,15,6384.95,124,30%,,,,
1005061,106296.33,10,6225.71,65,30%,,,,
1005062,118964.71,9,7569.99,96,40%,,,,
1005063,102904.79,14,6700.61,74,30%,,,,
1005064,95992.93,10,6334.04,116,30%,,,,
1005065,104977.21,12,6369.24,77,30%,,,,
1005066,107365.84,11,5771.07,104,30%,,,,
1005067,100937,14,7215.48,114,40%,,,,
1005068,96792.1,8,6285.31,86,30%,,,,
1005069,118485.73,9,5742.56,95,30%,,,,
1005070,98081.91,20,6971.21,83,40%,,,,
1005071,91957,14,5983.34,101,30%,,,,
1005072,101510.33,12,5777.63,96,30%,,,,
1005073,100657.19,13,5363.46,118,30%,,,,
1005074,101122.11,20,4667.27,94,20%,,,,
1005075,98296.64,11,6102.87,113,30%,,,,
1005076,89408.49,12,5537.98,105,30%,,,,
1005077,106919.93,12,6516.83,83,30%,,,,
1005078,99867.83,10,6153.25,115,30%,,,,
1005079,116012.1,13,5725.19,110,30%,,,,
1005080,110597.8,10,6119.15,102,30%,,,,
1005081,98355.2,9,6222.44,104,30%,,,,
1005082,105765.38,16,7446.33,123,40%,,,,
1005083,100683.04,8,5413.68,104,30%,,,,
1005084,107729.25,14,5198.75,108,30%,,,,
1005085,99497.47,14,5857.36,97,30%,,,,
1005086,86700.22,12,5352.36,103,30%,,,,
1005087,100257.95,15,6112.93,88,30%,,,,
1005088,96428.82,19,5248.79,87,30%,,,,
1005089,101614.94,14,7258.37,107,40%,,,,
1005090,97660.77,13,6644.82,89,30%,,,,
1005091,91386.16,11,5360.95,102,30%,,,,
1005092,94350.53,12,6369.51,91,30%,,,,
1005093,107900.99,13,6107.76,113,30%,,,,
1005094,104310.88,11,5235.45,88,30%,,,,
1005095,100143.49,13,5828.11,82,30%,,,,
1005096,106611.2,14,5680.32,84,30%,,,,
1005097,83936.93,8,6124.17,100,30%,,,,
1005098,102051.97,13,6193.09,132,30%,,,,
1005099,105704.05,13,5922.38,80,30%,,,,
1005100,107682.53,8,5253.41,83,30%,,,,
1005101,91699.17,18,5725.48,108,30%,,,,
1005102,98087.57,13,6369.13,90,30%,,,,
1005103,105217.38,9,5417.21,87,30%,,,,
1005104,97046.8,14,5628.1,85,30%,,,,
1005105,112478.55,7,5401.19,81,30%,,,,
1005106,106278.79,13,5433.93,84,30%,,,,
1005107,90164.61,6,7030.73,109,40%,,,,
1005108,104572.37,10,5755.48,112,30%,,,,
1005109,97902.69,10,7077.05,92,40%,,,,
1005110,92569.67,11,6915.09,99,40%,,,,
1005111,98092.06,15,5174.43,110,30%,,,,
1005112,106606.28,13,6666.45,102,30%,,,,
1005113,95352.57,9,6238.46,91,30%,,,,
1005114,87355.79,10,5738.7,97,30%,,,,
1005115,106211.61,14,5068.26,91,30%,,,,
1005116,87472.66,16,6565.55,84,30%,,,,
1005117,104982.06,17,5793.85,78,30%,,,,
1005118,120277.88,7,7082.21,90,40%,,,,
1005119,88240.09,12,6070.92,94,30%,,,,
1005120,94468,9,5411.89,115,30%,,,,
1005121,97261.1,13,4920.54,104,30%,,,,
1005122,102246.98,12,6461.72,99,30%,,,,
1005123,97229.56,16,6379.79,85,30%,,,,
1005124,102738.92,8,6696.34,103,30%,,,,
1005125,98954.44,12,6346.14,94,30%,,,,
1005126,101177.56,18,4837.26,112,30%,,,,
1005127,95307.11,16,5665.07,72,30%,,,,
1005128,104597.47,12,6102.07,99,30%,,,,
1005129,101337.16,12,5367.98,89,30%,,,,
1005130,97164.11,9,6022.31,129,30%,,,,
1005131,97354.57,10,5974.77,108,30%,,,,
1005132,89302.82,9,5358.1,98,30%,,,,
1005133,96560.85,7,6121.25,92,30%,,,,
1005134,91921.52,13,5596.8,99,30%,,,,
1005135,106780.56,8,6306.3,99,30%,,,,
1005136,102702.06,14,5738.05,115,30%,,,,
1005137,103635.25,10,5978.38,99,30%,,,,
1005138,101199.05,13,5952.31,107,30%,,,,
1005139,96086.69,14,5552.54,105,30%,,,,
1005140,94569.89,15,5421.53,87,30%,,,,
1005141,108060.05,14,6212.45,95,30%,,,,
1005142,109792.86,13,5977.59,86,30%,,,,
1005143,96596.24,15,5823.31,89,30%,,,,
1005144,96200.23,8,6502.89,104,30%,,,,
1005145,97049.55,13,6913.95,117,40%,,,,
1005146,108288.21,12,5514.41,107,30%,,,,
1005147,108161.82,13,5978.83,87,30%,,,,
1005148,103865.07,13,5666.14,98,30%,,,,
1005149,97504.04,10,4882.57,102,30%,,,,
1005150,111049,14,5623.7,103,30%,,,,
1005151,98933.45,13,6482.94,95,30%,,,,
1005152,97840.32,13,6291.59,102,30%,,,,
1005153,97690.06,7,5017.98,101,30%,,,,
1005154,92566.9,17,5385.15,106,30%,,,,
1005155,105348.62,13,5529.94,90,30%,,,,
1005156,109582.91,10,5367.7,70,30%,,,,
1005157,103276.75,9,7506.13,128,40%,,,,
1005158,100151.2,12,5774.75,92,30%,,,,
1005159,109260.24,9,5477.29,118,30%,,,,
1005160,108522.63,12,6638.33,104,30%,,,,
1005161,117029.32,13,5985.73,111,30%,,,,
1005162,101842.5,18,7202.91,122,40%,,,,
1005163,103571.4,13,5788.05,90,30%,,,,
1005164,97980.28,18,6009.52,90,30%,,,,
1005165,90578.15,15,5963.49,69,30%,,,,
1005166,100866.33,8,5045.78,81,30%,,,,
1005167,92685.79,9,6203.28,99,30%,,,,
1005168,103982.3,16,5477.18,92,30%,,,,
1005169,77473.95,10,6008.28,79,30%,,,,
1005170,94158.26,11,6021.18,84,30%,,,,
1005171,100088.73,15,6001.91,110,30%,,,,
1005172,101457.24,19,5630.52,101,30%,,,,
1005173,90516.28,16,5674.77,125,30%,,,,
1005174,100665.25,13,5389.53,117,30%,,,,
1005175,90685.71,15,6761.33,78,30%,,,,
1005176,93947.36,9,6026.51,114,30%,,,,
1005177,94845.35,13,5948.76,111,30%,,,,
1005178,100868.59,13,7109.53,79,40%,,,,
1005179,98985.66,16,5666.12,136,30%,,,,
1005180,102813.68,15,5240.2,104,30%,,,,
1005181,108729.3,12,6607.33,122,30%,,,,
1005182,96035.04,7,6029.79,102,30%,,,,
1005183,92907.88,8,5511.77,84,30%,,,,
1005184,100517.87,13,6188.25,109,30%,,,,
1005185,106570.2,10,6118.19,103,30%,,,,
1005186,104500.19,14,5677.61,87,30%,,,,
1005187,105749.74,11,5577.89,125,30%,,,,
1005188,108183.46,14,6092.48,90,30%,,,,
1005189,100056.37,11,6793.07,95,30%,,,,
1005190,102077.04,15,5432.54,99,30%,,,,
1005191,97609.32,15,6305.14,126,30%,,,,
1005192,101060.74,13,7617.82,127,40%,,,,
1005193,97664.73,13,7438.08,108,40%,,,,
1005194,95991.6,9,5990.04,71,30%,,,,
1005195,105536.2,11,5063.23,110,30%,,,,
1005196,90366.66,11,5488.78,106,30%,,,,
1005197,98068.04,9,6392.58,95,30%,,,,
1005198,110499.53,9,7032.48,100,40%,,,,
1005199,95319.03,16,5729.04,85,30%,,,,
1005200,106348.31,16,5474.28,116,30%,,,,
1005201,100714.07,10,6106.9,109,30%,,,,
1005202,92394.63,8,5939.53,96,30%,,,,
1005203,102550.92,16,7423.37,90,40%,,,,
1005204,106103.98,22,5615.03,113,30%,,,,
1005205,96093.52,16,7587.4,97,40%,,,,
1005206,105144.88,6,5320.36,115,30%,,,,
1005207,94649.14,10,5489.78,94,30%,,,,
1005208,115606.43,18,5313.48,82,30%,,,,
1005209,99258.23,11,6011.6,82,30%,,,,
1005210,93856.33,9,5685.69,91,30%,,,,
1005211,91119.52,18,4637.11,86,20%,,,,
1005212,107684.18,10,5952.53,106,30%,,,,
1005213,112272.2,13,6297.15,123,30%,,,,
1005214,101553.83,8,5978.44,94,30%,,,,
1005215,93172.02,13,4410.81,87,20%,,,,
1005216,103137.88,14,5649.82,91,30%,,,,
1005217,112288.43,13,5418.24,112,30%,,,,
1005218,99323.04,14,6071.74,117,30%,,,,
1005219,105898.89,9,7346.86,78,40%,,,,
1005220,91259.52,13,7351.71,79,40%,,,,
1005221,104128.91,10,5971.66,81,30%,,,,
1005222,103675.92,7,6538.69,86,30%,,,,
1005223,99363.83,11,5809.72,111,30%,,,,
1005224,90147.23,13,5445.65,116,30%,,,,
1005225,98812.97,7,6431.44,97,30%,,,,
1005226,90201.71,13,5417.03,110,30%,,,,
1005227,100918.79,11,6103.39,94,30%,,,,
1005228,91293.08,17,7518.96,98,40%,,,,
1005229,104450.58,11,5488.87,120,30%,,,,
1005230,106051.57,13,6922.08,106,40%,,,,
1005231,92849.18,11,4525.53,95,20%,,,,
1005232,101196.02,14,5626.43,116,30%,,,,
1005233,98471.94,8,5753.99,87,30%,,,,
1005234,90666.34,17,5177.22,117,30%,,,,
1005235,88138.56,12,7475.86,110,40%,,,,
1005236,95464.32,18,6158.72,87,30%,,,,
1005237,111432.36,16,4234.13,132,20%,,,,
1005238,93294.46,9,6827.95,59,40%,,,,
1005239,100319.56,17,4817.38,106,30%,,,,
1005240,103829.13,14,5625.86,102,30%,,,,
1005241,114547.59,14,6102,100,30%,,,,
1005242,95891.69,13,6130.65,88,30%,,,,
1005243,99075.65,12,5900.78,111,30%,,,,
1005244,95668.26,15,6000.9,107,30%,,,,
1005245,92659.55,13,6703.83,98,30%,,,,
1005246,92985.46,11,4940.05,92,30%,,,,
1005247,105366.14,13,5872.09,84,30%,,,,
1005248,102015.52,13,5442.44,122,30%,,,,
1005249,103781.11,11,5197.28,94,30%,,,,
1005250,93628.48,17,7500.81,82,40%,,,,
1005251,104191.73,8,6237.78,131,30%,,,,
1005252,104465.24,15,5127.39,77,30%,,,,
1005253,96093.9,16,6774.22,97,30%,,,,
